gene_id,yH1053.Scer.noPi.0m.rep1,yH1053.Scer.noPi.0m.rep2,yH1053.Scer.noPi.15m.rep1,yH1053.Scer.noPi.15m.rep2,yH1053.Scer.noPi.30m.rep1,yH1053.Scer.noPi.30m.rep2,yH1053.Scer.noPi.45m.rep1,yH1053.Scer.noPi.45m.rep2,yH1053.Scer.noPi.60m.rep1,yH1053.Scer.noPi.60m.rep2,yH1053.Scer.noPi.90m.rep1,yH1053.Scer.noPi.90m.rep2,yH1053.Scer.noPi.120m.rep1,yH1053.Scer.noPi.120m.rep2,yH1053.Scer.noPi.180m.rep1,yH1053.Scer.noPi.180m.rep2,yH1053.Scer.noPi.240m.rep1,yH1053.Scer.noPi.240m.rep2,yH1053.Scer.noPi.360m.rep1,yH1053.Scer.noPi.360m.rep2,yH1053.Scer.noPi.480m.rep1,yH1053.Scer.noPi.480m.rep2,yH1053.Scer.mock.30m.rep1,yH1053.Scer.mock.30m.rep2,yH1053.Scer.mock.60m.rep1,yH1053.Scer.mock.60m.rep2
YHL010C,5.01913190356332,5.06389073128903,5.86784048471039,6.027428117310076,5.921468573242968,6.067600298920985,5.997297556762462,5.940449190130861,5.666050106969271,5.63583264271727,5.523003304737115,5.5158881366618155,5.473180316951131,5.432033365889674,5.643396496054299,5.454315324776303,5.815847729622752,5.803555102785275,6.170505679651886,6.171491753310885,6.2451979691167345,6.20562103488835,5.5755727642717705,5.673005541502913,5.410245567631145,5.2433905339737255
YHL011C,7.483346475082508,7.552223258504821,7.316879400860287,6.733331834570559,6.056452582188949,5.921857440814698,5.677766127004755,5.995727753927539,6.538660697187305,6.778799810964099,7.324805837736951,7.153921867175124,6.785710043091453,6.993378807353215,6.979921550367653,7.150636123834394,6.408922205474179,6.483029365908848,6.256714659599023,6.332937691991798,6.417621332828491,6.4100077223629155,7.137848764869944,7.385874274633602,7.57430702591601,7.734041171058921
YHL012W,3.3952836302357645,3.0216547305090606,2.93307889424965,2.635847263653684,3.175306079609414,2.839968179998329,2.8596699491402546,3.2603559432922995,3.298444242986299,3.4164037905991407,3.7429015136597945,3.801884853265134,3.531384362248352,3.805176025349764,4.272190107972301,4.044352575947382,4.506525956325022,4.712948514795175,5.1736786125920355,4.981437501164196,4.998602251655719,5.124530938509111,2.8140919578204793,3.515019554193765,3.0978044438031165,3.4741532934165793
YHL013C,5.438957248672783,5.180099578132137,4.981188209793621,4.337107783798542,4.5087348160482135,4.2369252682070755,4.4761898332867265,4.454080407440981,4.81577750785844,5.014288606920103,5.490167829052137,5.254713491284243,5.147040920436908,5.2048948257103715,5.219659185884251,5.281788062070928,4.85229069818818,4.908483471587195,4.492895050317556,4.514005048540994,4.603620931068681,4.592568568142985,4.797147778797608,5.025953730984328,5.579906149507875,5.6764105359520025
YHL014C,5.127416685560704,5.2040407385248155,4.638205301660286,4.289595152707455,4.545407382580959,4.376091784154561,4.559997831133017,4.293185246149158,4.921571278226297,4.815402991493499,4.685442068360349,4.772196662006292,4.67124748448615,4.68820622256539,4.7585825686756955,4.681356843925744,4.495631674283804,4.538987024256645,4.713005519160291,4.425935699199662,4.7714579240328145,4.719279582528762,4.504370386722282,4.601617904856843,4.757385079007425,4.82408642054829
YHL015W,9.998919257590826,10.263917780540556,9.006204223740104,9.424924552381544,8.682722101763767,8.071454427148852,7.57920095837234,7.154362708039865,7.684596093957028,7.693248419230173,8.050112974503612,8.678720487712292,8.272060101512606,8.164357134780175,8.147802592187888,8.326049025489706,7.2092998598615825,7.40915190563177,5.095626257596851,5.113085496744322,4.536508770438829,4.384300801712711,9.628935954750938,9.189231213132867,9.66976981014534,9.566951306389475
YHL016C,5.67136901612854,5.580662158857127,5.469733549295603,5.798363695927702,6.468813214233832,6.509346399646401,5.074917917743862,5.035559237977837,4.761787682702519,4.776100325789343,4.730320103242137,4.694459069604631,4.912557817704241,4.985557688752814,5.275399145825592,5.4758354185340705,5.651347049560346,5.584691216314618,5.301694134138965,5.508989486166998,5.085015113727216,5.081363559089752,4.562486094140712,4.721158046599408,4.418602191037492,4.198551960766829
YHL017W,6.455834968221997,6.477514369232826,6.280422271085015,6.455110382479742,6.420274791562906,6.5552291023550815,6.330491245668144,6.485381223637385,6.191616797266031,6.273187458873246,6.230786172146001,6.3943399329460275,6.115935183479136,6.071275980702255,6.14690391669391,6.154916115435103,6.115330733736697,6.05768525616511,5.972606835507164,6.146273714827289,5.771438900914235,5.670807992381349,6.4505618091284775,6.701372052883381,6.407552948829747,6.594029843617311
YHL018W,1.635715286625241,1.4119988111274215,1.6333709039899127,2.0878120074647697,2.1738895750065415,2.075960196482147,1.706993034724547,1.5360532775811375,2.0267663117070773,1.7707932511925426,1.6045651651778348,1.460717132874094,1.7009638209608224,1.4022494049001346,1.7742012143147345,1.9442877199919975,1.1991433212659572,1.7238984498133652,1.16380555616033,1.4095381457774367,0.03824364809208865,0.1477326644485856,1.7442344142850559,1.7988676247959512,0.946767166441618,1.2524036178253608
YHL019C,6.047190893476878,6.052246966394343,6.609129075878344,6.752076451163522,6.397529957015508,6.578235347871435,6.631009704669186,6.401608089597486,6.145678832182618,6.222919046410499,6.018567309119106,6.215066329156593,6.171154060756298,6.16167140041752,6.133560124767197,6.11295494429853,6.295724023498033,6.317754345404574,6.624114732991403,6.647948456842576,6.740878501436491,6.679735675867889,6.338605557620287,6.178544605609736,6.016265278979652,5.895837338620636
